Journal name,JCR Abbreviation,2023 JIF,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,Total Articles,Total Citations,Category
Nature Aging,NATURE AGING,17,17,Q1,16.5,4.1,92,3203,CELL BIOLOGY|GERIATRICS & GERONTOLOGY|NEUROSCIENCES
AMERICAN JOURNAL OF BIOETHICS,AM J BIOETHICS,17,12.3,Q1,10.5,10.5,33,3420,"ETHICS|MEDICAL ETHICS|SOCIAL ISSUES|SOCIAL SCIENCES, BIOMEDICAL"
EUROPEAN JOURNAL OF HEART FAILURE,EUR J HEART FAIL,16.9,16.2,Q1,14.3,3.6,156,21438,CARDIAC & CARDIOVASCULAR SYSTEMS
Nature Reviews Psychology,NAT REV PSYCHOL,16.8,16.8,Q1,16.5,3.1,13,1031,"PSYCHOLOGY, MULTIDISCIPLINARY"
INTERNATIONAL MATERIALS REVIEWS,INT MATER REV,16.8,18.7,Q1,16.8,4.6,0,8115,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
Wiley Interdisciplinary Reviews-Computational Molecular Science,WIRES COMPUT MOL SCI,16.8,20,Q1,16.7,1.6,13,11170,"CHEMISTRY, MULTIDISCIPLINARY|MATHEMATICAL & COMPUTATIONAL BIOLOGY"
Nano Energy,NANO ENERGY,16.8,16.3,Q1,15.8,3.4,828,113862,"CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY|PHYSICS, APPLIED"
Military Medical Research,MILITARY MED RES,16.7,14.8,Q1,16.1,3.6,23,4376,"MEDICINE, GENERAL & INTERNAL"
TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,16.7,21.8,Q1,16.3,4.1,2,32732,"BEHAVIORAL SCIENCES|NEUROSCIENCES|PSYCHOLOGY, EXPERIMENTAL"
TRENDS IN ECOLOGY & EVOLUTION,TRENDS ECOL EVOL,16.7,18.2,Q1,16.3,5.6,18,39040,ECOLOGY|EVOLUTIONARY BIOLOGY|GENETICS & HEREDITY
BEHAVIORAL AND BRAIN SCIENCES,BEHAV BRAIN SCI,16.6,16.6,Q1,16.1,2,20,11517,"BEHAVIORAL SCIENCES|NEUROSCIENCES|PSYCHOLOGY, BIOLOGICAL"
EUROPEAN RESPIRATORY JOURNAL,EUR RESPIR J,16.6,17.6,Q1,16,11.2,137,54345,RESPIRATORY SYSTEM
NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,16.6,16.1,Q1,15.9,1.5,1202,271360,BIOCHEMISTRY & MOLECULAR BIOLOGY
CIRCULATION RESEARCH,CIRC RES,16.5,20.3,Q1,16.2,3.1,149,62714,CARDIAC & CARDIOVASCULAR SYSTEMS|HEMATOLOGY|PERIPHERAL VASCULAR DISEASE
NEURO-ONCOLOGY,NEURO-ONCOLOGY,16.4,14.9,Q1,15.8,1.6,137,23201,CLINICAL NEUROLOGY|ONCOLOGY
ACCOUNTS OF CHEMICAL RESEARCH,ACCOUNTS CHEM RES,16.4,20.2,Q1,16.3,2.6,0,82104,"CHEMISTRY, MULTIDISCIPLINARY"
ACTA NUMERICA,ACTA NUMER,16.3,18.8,Q1,16.1,1.1,7,2887,MATHEMATICS
PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,16.3,17.5,Q1,14.3,1.4,22,6004,PSYCHIATRY|PSYCHOLOGY
National Science Review,NATL SCI REV,16.3,18.6,Q1,16,5.2,194,15536,MULTIDISCIPLINARY SCIENCES
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,RENEW SUST ENERG REV,16.3,16.8,Q1,15.5,2.1,647,169190,ENERGY & FUELS|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY
IEEE Geoscience and Remote Sensing Magazine,IEEE GEOSC REM SEN M,16.2,15.6,Q1,15.9,1.4,24,4021,GEOCHEMISTRY & GEOPHYSICS|IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY|REMOTE SENSING
International Journal of Extreme Manufacturing,INT J EXTREME MANUF,16.1,14.4,Q1,14.5,3.4,39,2125,"ENGINEERING, MANUFACTURING|MATERIALS SCIENCE, MULTIDISCIPLINARY"
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,ANGEW CHEM INT EDIT,16.1,16.2,Q1,14.8,3.6,3802,467453,"CHEMISTRY, MULTIDISCIPLINARY"
ADVANCES IN COLLOID AND INTERFACE SCIENCE,ADV COLLOID INTERFAC,15.9,16.4,Q1,15.7,2.7,116,24485,"CHEMISTRY, PHYSICAL"
DRUG RESISTANCE UPDATES,DRUG RESIST UPDATE,15.8,18.1,Q1,15.1,3.3,39,4913,PHARMACOLOGY & PHARMACY
Journal of Magnesium and Alloys,J MAGNES ALLOY,15.8,14.8,Q1,13,4.4,250,11729,METALLURGY & METALLURGICAL ENGINEERING
Nature Plants,NAT PLANTS,15.8,17.1,Q1,15.4,2.8,142,16103,PLANT SCIENCES
Science Translational Medicine,SCI TRANSL MED,15.8,16.9,Q1,15.7,3.3,260,50866,"CELL BIOLOGY|MEDICINE, RESEARCH & EXPERIMENTAL"
ACS Nano,ACS NANO,15.8,16.2,Q1,15.2,3.1,1960,227757,"CHEMISTRY, MULTIDISCIPLINARY|CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
PhotoniX,PHOTONIX,15.7,16.8,Q1,15.4,2.5,31,1317,OPTICS
Annual Review of Physiology,ANNU REV PHYSIOL,15.7,22.9,Q1,15.7,5.9,0,11453,PHYSIOLOGY
JAMA Surgery,JAMA SURG,15.7,16.3,Q1,15.1,3.9,115,17074,SURGERY
Chinese Journal of Catalysis,CHINESE J CATAL,15.7,11.5,Q1,14.8,2.9,157,17268,"CHEMISTRY, APPLIED|CHEMISTRY, PHYSICAL|ENGINEERING, CHEMICAL"
Nature Geoscience,NAT GEOSCI,15.7,18.8,Q1,15.4,3,163,36778,"GEOSCIENCES, MULTIDISCIPLINARY"
Advances in Methods and Practices in Psychological Science,ADV METH PRACT PSYCH,15.6,19.1,Q1,15.1,2.5,35,2921,"PSYCHOLOGY|PSYCHOLOGY, MULTIDISCIPLINARY"
Journal of Innovation & Knowledge,J INNOV KNOWL,15.6,14.6,Q1,14,4.3,158,4260,BUSINESS|MANAGEMENT
Annual Review of Environment and Resources,ANNU REV ENV RESOUR,15.5,18.9,Q1,15.2,0.6,0,7103,ENVIRONMENTAL SCIENCES|ENVIRONMENTAL STUDIES
Journal of Extracellular Vesicles,J EXTRACELL VESICLES,15.5,19.6,Q1,14.9,2.4,80,13295,CELL BIOLOGY
Lancet Haematology,LANCET HAEMATOL,15.4,16.3,Q1,15,4.5,56,7013,HEMATOLOGY
SmartMat,SMARTMAT,15.3,15.8,Q1,14.7,3.7,47,1954,"CHEMISTRY, MULTIDISCIPLINARY|MATERIALS SCIENCE, MULTIDISCIPLINARY"
Opto-Electronic Advances,OPTO-ELECTRON ADV,15.3,11.4,Q1,14.1,3.9,48,2197,OPTICS
IEEE-CAA Journal of Automatica Sinica,IEEE-CAA J AUTOMATIC,15.3,10.3,Q1,13.8,5.8,143,8844,AUTOMATION & CONTROL SYSTEMS
ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,15.2,17.6,Q1,14.6,3.6,1,47365,PHARMACOLOGY & PHARMACY
One Earth,ONE EARTH,15.1,18.1,Q1,14.7,4.5,62,5889,ENVIRONMENTAL SCIENCES|ENVIRONMENTAL STUDIES|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY
Annual Review of Medicine,ANNU REV MED,15.1,14.4,Q1,15.1,8.3,0,7381,"MEDICINE, RESEARCH & EXPERIMENTAL"
AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,15.1,17.7,Q1,14.7,7.1,48,38166,PSYCHIATRY
TRENDS IN FOOD SCIENCE & TECHNOLOGY,TRENDS FOOD SCI TECH,15.1,16.4,Q1,14.7,2.3,237,45336,FOOD SCIENCE & TECHNOLOGY
eTransportation,ETRANSPORTATION,15,17.4,Q1,13.2,3.6,70,3075,"ENERGY & FUELS|ENGINEERING, ELECTRICAL & ELECTRONIC|TRANSPORTATION SCIENCE & TECHNOLOGY"
Lancet Rheumatology,LANCET RHEUMATOL,15,14.7,Q1,14.6,4.1,46,3211,RHEUMATOLOGY
Annual Review of Entomology,ANNU REV ENTOMOL,15,21.6,Q1,14.7,9,0,14708,ENTOMOLOGY
Environmental Chemistry Letters,ENVIRON CHEM LETT,15,15.1,Q1,14.2,4.6,36,16524,"CHEMISTRY, MULTIDISCIPLINARY|ENGINEERING, ENVIRONMENTAL|ENVIRONMENTAL SCIENCES"
Molecular Neurodegeneration,MOL NEURODEGENER,14.9,16.7,Q1,14.5,2.4,51,9787,NEUROSCIENCES
Energy Material Advances,ENERGY MATER ADV,14.8,14.9,Q1,14.1,3.4,34,1031,"PHYSICS, APPLIED"
JAMA Cardiology,JAMA CARDIOL,14.8,16,Q1,14.6,3.9,92,13191,CARDIAC & CARDIOVASCULAR SYSTEMS
Journal of the National Comprehensive Cancer Network,J NATL COMPR CANC NE,14.8,12.3,Q1,14.8,2.1,126,13192,ONCOLOGY
HUMAN REPRODUCTION UPDATE,HUM REPROD UPDATE,14.8,17.2,Q1,14.6,2.9,12,13203,OBSTETRICS & GYNECOLOGY|REPRODUCTIVE BIOLOGY
KIDNEY INTERNATIONAL,KIDNEY INT,14.8,13.3,Q1,14.3,3.8,145,47281,UROLOGY & NEPHROLOGY
DIABETES CARE,DIABETES CARE,14.8,14.1,Q1,14.2,7.9,278,75526,ENDOCRINOLOGY & METABOLISM
Acta Pharmaceutica Sinica B,ACTA PHARM SIN B,14.7,14.1,Q1,13.9,2.9,228,16222,PHARMACOLOGY & PHARMACY
Information Fusion,INFORM FUSION,14.7,16.1,Q1,13.1,2.7,408,18618,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, THEORY & METHODS"
Neuron,NEURON,14.7,16.9,Q1,14.1,4,211,99313,NEUROSCIENCES
Nature Communications,NAT COMMUN,14.7,16.1,Q1,14.2,2.7,7891,738284,MULTIDISCIPLINARY SCIENCES
TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,14.6,15,Q1,14.5,3.9,3,21059,NEUROSCIENCES
Autophagy,AUTOPHAGY,14.6,16.8,Q1,14.2,2.7,128,29553,CELL BIOLOGY
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,PROG PART NUCL PHYS,14.5,13.2,Q1,14.2,3.5,2,5397,"PHYSICS, NUCLEAR|PHYSICS, PARTICLES & FIELDS"
Molecular Cell,MOL CELL,14.5,16.6,Q1,13.9,3.5,252,80732,BIOCHEMISTRY & MOLECULAR BIOLOGY|CELL BIOLOGY
Biofuel Research Journal-BRJ,BIOFUEL RES J,14.4,10,Q1,13.8,6.7,8,1194,ENERGY & FUELS
Journal of the American Chemical Society,J AM CHEM SOC,14.4,14.8,Q1,13.4,3.4,2914,568265,"CHEMISTRY, MULTIDISCIPLINARY"
Annual Review of Condensed Matter Physics,ANNU REV CONDEN MA P,14.3,18.5,Q1,14.2,12.2,0,4659,"PHYSICS, CONDENSED MATTER"
Bone Research,BONE RES,14.3,14.8,Q1,14,2.3,41,4826,CELL & TISSUE ENGINEERING
Annual Review of Organizational Psychology and Organizational Behavior,ANNU REV ORGAN PSYCH,14.3,24.4,Q1,14.1,11.9,19,4929,"MANAGEMENT|PSYCHOLOGY, APPLIED"
Annual Review of Marine Science,ANNU REV MAR SCI,14.3,15.5,Q1,14.2,12,0,6230,GEOCHEMISTRY & GEOPHYSICS|MARINE & FRESHWATER BIOLOGY|OCEANOGRAPHY
EDUCATIONAL PSYCHOLOGIST,EDUC PSYCHOL-US,14.3,15.1,Q1,13.8,2.9,14,7917,"EDUCATION & EDUCATIONAL RESEARCH|PSYCHOLOGY, EDUCATIONAL"
Trends in Cancer,TRENDS CANCER,14.3,17.1,Q1,14.2,4.1,0,7958,ONCOLOGY
Academy of Management Annals,ACAD MANAG ANN,14.3,25.1,Q1,13.9,4.3,16,9198,BUSINESS|MANAGEMENT
JOURNAL OF INFECTION,J INFECTION,14.3,12.2,Q1,13.3,6.9,61,13934,INFECTIOUS DISEASES
TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,14.3,16.8,Q1,14,6.1,8,19565,BIOTECHNOLOGY & APPLIED MICROBIOLOGY
Advanced Science,ADV SCI,14.3,16.3,Q1,13.9,2.3,1973,79296,"CHEMISTRY, MULTIDISCIPLINARY|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
STUDIES IN MYCOLOGY,STUD MYCOL,14.1,17.7,Q1,13.7,2.5,11,4581,MYCOLOGY
Environmental Science and Ecotechnology,ENVIRON SCI ECOTECH,14,13.2,Q1,13.7,3.2,67,1837,ENVIRONMENTAL SCIENCES|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY
Clinical and Molecular Hepatology,CLIN MOL HEPATOL,14,9.6,Q1,11.4,6.5,22,3344,GASTROENTEROLOGY & HEPATOLOGY
Accounts of Materials Research,ACCOUNTS MATER RES,14,14.1,Q1,13.9,2.8,77,3420,"CHEMISTRY, MULTIDISCIPLINARY|MATERIALS SCIENCE, MULTIDISCIPLINARY"
Trends in Chemistry,TRENDS CHEM,14,17.7,Q1,13.9,4.4,3,5139,"CHEMISTRY, MULTIDISCIPLINARY"
IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,14,11.2,Q1,8.4,4.8,380,5936,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|ENGINEERING, ELECTRICAL & ELECTRONIC|TRANSPORTATION SCIENCE & TECHNOLOGY"
PROGRESS IN LIPID RESEARCH,PROG LIPID RES,14,15.7,Q1,13.8,2,0,7497,BIOCHEMISTRY & MOLECULAR BIOLOGY|NUTRITION & DIETETICS
INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,INT J MACH TOOL MANU,14,11.7,Q1,13,3.7,36,16687,"ENGINEERING, MANUFACTURING|ENGINEERING, MECHANICAL"
TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,14,17,Q1,13.9,5.1,3,18267,BIOCHEMISTRY & MOLECULAR BIOLOGY|MICROBIOLOGY
Journal of Energy Chemistry,J ENERGY CHEM,14,12.3,Q1,12.2,4.1,581,34236,"CHEMISTRY, APPLIED|CHEMISTRY, PHYSICAL|ENERGY & FUELS|ENGINEERING, CHEMICAL"
Aggregate,AGGREGATE,13.9,14.9,Q1,13.1,1.6,109,3131,"CHEMISTRY, MULTIDISCIPLINARY|CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY"
Small Structures,SMALL STRUCT,13.9,13.7,Q1,13.6,2.9,180,5122,"CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS PHARMACOL SCI,13.9,14.3,Q1,13.8,3.9,2,14644,PHARMACOLOGY & PHARMACY
Nature Ecology & Evolution,NAT ECOL EVOL,13.9,16.5,Q1,13.7,3.7,172,18917,ECOLOGY|EVOLUTIONARY BIOLOGY
Microbiome,MICROBIOME,13.8,17.9,Q1,13.4,1.9,262,23500,MICROBIOLOGY
IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,IEEE J SEL AREA COMM,13.8,13.1,Q1,13.1,2.6,296,24401,"ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS"
Physics of Life Reviews,PHYS LIFE REV,13.7,11.3,Q1,9,10.5,2,2213,BIOLOGY|BIOPHYSICS
CLINICAL PSYCHOLOGY REVIEW,CLIN PSYCHOL REV,13.7,15.3,Q1,13.6,1.4,2,22185,"PSYCHOLOGY, CLINICAL"
CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,13.7,13.7,Q1,13.5,1.9,117,30898,BIOCHEMISTRY & MOLECULAR BIOLOGY|CELL BIOLOGY
Lancet Regional Health-Europe,LANCET REG HEALTH-EU,13.6,13.6,Q1,13.5,3.6,119,4173,"HEALTH CARE SCIENCES & SERVICES|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Protein & Cell,PROTEIN CELL,13.6,17.7,Q1,13.4,2.6,21,7515,CELL BIOLOGY
TRENDS IN GENETICS,TRENDS GENET,13.6,11.9,Q1,13.6,3.4,3,13732,GENETICS & HEREDITY
Energy Economics,ENERG ECON,13.6,12.4,Q1,11.9,3.2,663,45860,ECONOMICS
Lancet Healthy Longevity,LANCET HEALTH LONGEV,13.4,13.8,Q1,13.3,2.9,55,2102,GERIATRICS & GERONTOLOGY
Nano Convergence,NANO CONVERG,13.4,10.7,Q1,13.2,1.5,27,2915,"MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY|PHYSICS, APPLIED"
Computer Science Review,COMPUT SCI REV,13.3,13.3,Q1,13.1,1.9,7,3805,"COMPUTER SCIENCE, INFORMATION SYSTEMS|COMPUTER SCIENCE, SOFTWARE ENGINEERING|COMPUTER SCIENCE, THEORY & METHODS"
JOURNAL OF CLINICAL INVESTIGATION,J CLIN INVEST,13.3,14.6,Q1,13.1,3.4,360,116288,"MEDICINE, RESEARCH & EXPERIMENTAL"
Chemical Engineering Journal,CHEM ENG J,13.3,13.2,Q1,12.1,2.6,6956,379191,"ENGINEERING, CHEMICAL|ENGINEERING, ENVIRONMENTAL"
Nano Today,NANO TODAY,13.2,14.6,Q1,12.7,1.9,240,17293,"CHEMISTRY, MULTIDISCIPLINARY|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
Biochar,BIOCHAR,13.1,14.4,Q1,12.1,2.7,73,2944,ENVIRONMENTAL SCIENCES|SOIL SCIENCE
TRENDS IN IMMUNOLOGY,TRENDS IMMUNOL,13.1,16,Q1,13,1.8,0,16454,IMMUNOLOGY
OPHTHALMOLOGY,OPHTHALMOLOGY,13.1,12.4,Q1,12.6,2.7,127,43813,OPHTHALMOLOGY
Nature Protocols,NAT PROTOC,13.1,17.4,Q1,13,2.6,125,52708,BIOCHEMICAL RESEARCH METHODS
Advances in Applied Energy,ADV APPL ENERGY,13,13.1,Q1,12.2,5.8,31,1594,ENERGY & FUELS
Journal of Ocean Engineering and Science,J OCEAN ENG SCI,13,8.5,Q1,11.9,4,49,2204,"ENGINEERING, MARINE|ENGINEERING, OCEAN"
Cell Discovery,CELL DISCOV,13,14.8,Q1,12.9,2.7,78,5607,CELL BIOLOGY
Energy & Environmental Materials,ENERGY ENVIRON MATER,13,14.1,Q1,12.5,4.3,211,6740,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
TRENDS IN CELL BIOLOGY,TRENDS CELL BIOL,13,19.5,Q1,12.9,6.9,4,19027,CELL BIOLOGY
DRUGS,DRUGS,13,11.4,Q1,12.9,2.5,76,19942,PHARMACOLOGY & PHARMACY|TOXICOLOGY
Alzheimers & Dementia,ALZHEIMERS DEMENT,13,16,Q1,12,1.9,414,28971,CLINICAL NEUROLOGY
Small,SMALL,13,13.5,Q1,12.2,2.4,3409,124288,"CHEMISTRY, MULTIDISCIPLINARY|CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY|PHYSICS, APPLIED|PHYSICS, CONDENSED MATTER"
Blood Cancer Journal,BLOOD CANCER J,12.9,11,Q1,12.6,2.5,87,6925,HEMATOLOGY|ONCOLOGY
Nature Astronomy,NAT ASTRON,12.9,12.8,Q1,12.5,4,146,10009,ASTRONOMY & ASTROPHYSICS
Nature Chemical Biology,NAT CHEM BIOL,12.9,14.7,Q1,12.7,3.7,145,30026,BIOCHEMISTRY & MOLECULAR BIOLOGY
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,TECHNOL FORECAST SOC,12.9,13,Q1,11.6,2.9,699,50363,BUSINESS|REGIONAL & URBAN PLANNING
HEPATOLOGY,HEPATOLOGY,12.9,15.5,Q1,12.3,4.1,261,74972,GASTROENTEROLOGY & HEPATOLOGY
Med,MED-CAMBRIDGE,12.8,12.6,Q1,12.7,3.7,43,1673,"MEDICINE, RESEARCH & EXPERIMENTAL"
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,12.8,14.9,Q1,12.7,1.1,14,4604,"CHEMISTRY, PHYSICAL"
Annual Review of Biomedical Engineering,ANNU REV BIOMED ENG,12.8,13.2,Q1,12.7,0.8,0,5430,"ENGINEERING, BIOMEDICAL"
Lancet HIV,LANCET HIV,12.8,11.8,Q1,12.2,3.7,55,5604,IMMUNOLOGY|INFECTIOUS DISEASES
TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,12.8,13.7,Q1,12.7,3,1,13325,"BIOCHEMISTRY & MOLECULAR BIOLOGY|CELL BIOLOGY|MEDICINE, RESEARCH & EXPERIMENTAL"
JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,12.8,13.4,Q1,12.1,6.5,69,16404,"CARDIAC & CARDIOVASCULAR SYSTEMS|RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
LEUKEMIA,LEUKEMIA,12.8,10.5,Q1,12.4,1.8,177,31578,HEMATOLOGY|ONCOLOGY
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,J AM ACAD DERMATOL,12.8,11.5,Q1,11.9,4,170,36661,DERMATOLOGY
BIOMATERIALS,BIOMATERIALS,12.8,13.1,Q1,12.6,2,354,111643,"ENGINEERING, BIOMEDICAL|MATERIALS SCIENCE, BIOMATERIALS"
ACS Central Science,ACS CENTRAL SCI,12.7,15.8,Q1,12.4,2.6,202,18783,"CHEMISTRY, MULTIDISCIPLINARY"
COMPOSITES PART B-ENGINEERING,COMPOS PART B-ENG,12.7,11.1,Q1,11.5,2.9,502,75964,"ENGINEERING, MULTIDISCIPLINARY|MATERIALS SCIENCE, COMPOSITES"
Nano Materials Science,NANO MATER SCI,12.6,12.4,Q1,12.1,7.8,33,1878,"MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY"
Annual Review of Nutrition,ANNU REV NUTR,12.6,12.9,Q1,12.6,1.4,0,6104,NUTRITION & DIETETICS
ALLERGY,ALLERGY,12.6,11.8,Q1,11.3,2.1,159,26189,ALLERGY|IMMUNOLOGY
JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,12.6,14.1,Q1,12.4,2.5,136,63828,"IMMUNOLOGY|MEDICINE, RESEARCH & EXPERIMENTAL"
Communications in Transportation Research,COMMUN TRANSP RES,12.5,12.5,Q1,12,2,17,610,TRANSPORTATION|TRANSPORTATION SCIENCE & TECHNOLOGY
Analytic Methods in Accident Research,ANAL METHODS ACCID R,12.5,12.3,Q1,10.3,2.4,22,2509,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|TRANSPORTATION"
AGEING RESEARCH REVIEWS,AGEING RES REV,12.5,13,Q1,12.2,1.9,49,17158,CELL BIOLOGY|GERIATRICS & GERONTOLOGY
International Journal of Surgery,INT J SURG,12.5,8.9,Q1,11.3,1.2,258,17898,SURGERY
Business Strategy and the Environment,BUS STRATEG ENVIRON,12.5,14,Q1,10.8,1.6,291,22882,BUSINESS|ENVIRONMENTAL STUDIES|MANAGEMENT
NATURE STRUCTURAL & MOLECULAR BIOLOGY,NAT STRUCT MOL BIOL,12.5,13.1,Q1,12.3,2.3,183,27951,BIOCHEMISTRY & MOLECULAR BIOLOGY|BIOPHYSICS|CELL BIOLOGY
CANCER RESEARCH,CANCER RES,12.5,11.6,Q1,12.4,4.8,253,122978,ONCOLOGY
Resources Environment and Sustainability,RESOUR ENVIRON SUST,12.4,11.9,Q1,12.1,2.1,39,919,ENVIRONMENTAL SCIENCES|ENVIRONMENTAL STUDIES|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY
npj Digital Medicine,NPJ DIGIT MED,12.4,15.2,Q1,12,2.3,177,9902,HEALTH CARE SCIENCES & SERVICES|MEDICAL INFORMATICS
Theranostics,THERANOSTICS,12.4,12,Q1,12.3,2.5,239,41377,"MEDICINE, RESEARCH & EXPERIMENTAL"
Applied Computing and Informatics,APPL COMPUT INFORM,12.3,N/A,N/A,12.3,2.7,15,983,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
npj Flexible Electronics,NPJ FLEX ELECTRON,12.3,13,Q1,12.1,3.2,45,3116,"ENGINEERING, ELECTRICAL & ELECTRONIC|MATERIALS SCIENCE, MULTIDISCIPLINARY"
AMERICAN PSYCHOLOGIST,AM PSYCHOL,12.3,15.5,Q1,12.1,1.3,95,34832,"PSYCHOLOGY, MULTIDISCIPLINARY"
Applied Mechanics Reviews,APPL MECH REV,12.2,13.1,Q1,12.2,5.7,0,5224,MECHANICS
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,12.2,13.3,Q1,12.1,2.7,0,5275,"MATERIALS SCIENCE, MULTIDISCIPLINARY|PHYSICS, APPLIED|PHYSICS, CONDENSED MATTER"
JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,12.2,11.3,Q1,11,2,174,11532,"ENGINEERING, INDUSTRIAL|ENGINEERING, MANUFACTURING|OPERATIONS RESEARCH & MANAGEMENT SCIENCE"
Gut Microbes,GUT MICROBES,12.2,12.3,Q1,11.7,1.7,241,14116,GASTROENTEROLOGY & HEPATOLOGY|MICROBIOLOGY
Materials Horizons,MATER HORIZ,12.2,12.5,Q1,11.8,1.9,443,19038,"CHEMISTRY, MULTIDISCIPLINARY|MATERIALS SCIENCE, MULTIDISCIPLINARY"
JOURNAL OF HAZARDOUS MATERIALS,J HAZARD MATER,12.2,11.9,Q1,11.4,2.1,2388,210090,"ENGINEERING, ENVIRONMENTAL|ENVIRONMENTAL SCIENCES"
Nature Reviews Urology,NAT REV UROL,12.1,15.2,Q1,11.9,1.8,18,6393,UROLOGY & NEPHROLOGY
Annual Review of Neuroscience,ANNU REV NEUROSCI,12.1,14.3,Q1,12,2.7,0,13145,NEUROSCIENCES
SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,12.1,13.2,Q1,11.8,4.7,80,17818,ONCOLOGY
Annual Review of Biochemistry,ANNU REV BIOCHEM,12.1,22.3,Q1,12.1,4.5,0,21005,BIOCHEMISTRY & MOLECULAR BIOLOGY
BIOTECHNOLOGY ADVANCES,BIOTECHNOL ADV,12.1,14.6,Q1,11.8,2,0,24510,BIOTECHNOLOGY & APPLIED MICROBIOLOGY
MOLECULAR THERAPY,MOL THER,12.1,11.8,Q1,11.8,3.2,187,27549,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY|GENETICS & HEREDITY|MEDICINE, RESEARCH & EXPERIMENTAL"
RADIOLOGY,RADIOLOGY,12.1,13.4,Q1,11.1,7,263,59748,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
Materials Futures,MATER FUTURES,12,12,Q1,11.6,4.1,18,673,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
Nature Computational Science,NAT COMPUT SCI,12,12,Q1,11.8,2.9,70,1941,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|COMPUTER SCIENCE, THEORY & METHODS|MULTIDISCIPLINARY SCIENCES"
JACC: CardioOncology,JACC-CARDIOONCOL,12,11.7,Q1,11.4,2.8,43,1975,CARDIAC & CARDIOVASCULAR SYSTEMS|ONCOLOGY
